FAM	D	T	L
cy41HOG000233854.ale.uml_rec	1e-06	0.613841	1.10041
cy41HOG000275758.ale.uml_rec	6.59146e-05	0.775373	1.14267
cy41HOG000058006.ale.uml_rec	0.97395	0.099674	0.273726
cy41HOG000059614.ale.uml_rec	1e-06	0.601368	0.544575
cy41HOG000069632.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000141063.ale.uml_rec	0.280292	2.59699e-06	0.0997278
cy41HOG000000043.ale.uml_rec	2.08033e-05	0.252667	1e-06
cy41HOG000015043.ale.uml_rec	1e-06	0.041222	0.0577438
cy41HOG000069362.ale.uml_rec	0.280292	2.59699e-06	0.0997278
cy41HOG000057965.ale.uml_rec	1e-06	0.770705	1.17597
cy41HOG000233122.ale.uml_rec	1e-06	1e-06	0.178624
cy41HOG000080756.ale.uml_rec	1e-06	0.846171	0.944464
cy41HOG000232730.ale.uml_rec	1e-06	1e-06	0.0634404
cy41HOG000058680.ale.uml_rec	0.431463	1e-06	0.696891
cy41HOG000233472.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054360.ale.uml_rec	0.21284	0.000140971	0.557833
cy41HOG000055022.ale.uml_rec	1e-06	0.250993	1e-06
cy41HOG000241404.ale.uml_rec	1e-06	0.0656232	0.0412291
cy41HOG000068956.ale.uml_rec	1.05203	1e-06	0.225997
cy41HOG000130636.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054630.ale.uml_rec	1e-06	1e-06	0.154751
cy41HOG000023167.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000153773.ale.uml_rec	0.0546761	0.119549	0.187635
cy41HOG000037225.ale.uml_rec	1e-06	0.696766	1.14817
cy41HOG000035492.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000250537.ale.uml_rec	1e-06	0.104578	0.538547
cy41HOG000113194.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000239346.ale.uml_rec	1e-06	0.170696	1e-06
cy41HOG000034820.ale.uml_rec	0.104922	0.199212	0.287149
cy41HOG000080939.ale.uml_rec	1e-06	0.704895	1.14822
cy41HOG000054752.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000125754.ale.uml_rec	1e-06	0.0273102	1e-06
cy41HOG000243681.ale.uml_rec	3.69863e-05	0.189077	0.280182
cy41HOG000276549.ale.uml_rec	1e-06	0.333663	0.611893
cy41HOG000233510.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000273957.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000234049.ale.uml_rec	1e-06	4.83413e-06	0.266967
cy41HOG000280400.ale.uml_rec	1.31935e-05	5.98384e-05	0.70244
cy41HOG000081026.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233040.ale.uml_rec	1e-06	1e-06	0.285326
cy41HOG000232652.ale.uml_rec	1e-06	0.0600594	0.062782
cy41HOG000275123.ale.uml_rec	7.50197e-05	0.0485798	0.0878968
cy41HOG000069519.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036005.ale.uml_rec	2.86026e-05	0.275733	0.274576
cy41HOG000004694.ale.uml_rec	1e-06	0.168604	0.205128
cy41HOG000057998.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000128069.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023005.ale.uml_rec	1.06753	1e-06	0.284466
cy41HOG000035376.ale.uml_rec	0.135632	0.247319	0.366421
cy41HOG000248471.ale.uml_rec	1e-06	0.0136346	0.0266054
cy41HOG000086736.ale.uml_rec	1.23674e-05	0.0591295	0.101761
cy41HOG000280649.ale.uml_rec	1e-06	1e-06	0.471636
cy41HOG000233209.ale.uml_rec	1.41387e-06	0.0348448	0.0520569
cy41HOG000145562.ale.uml_rec	1.044	1e-06	1.3196
cy41HOG000234200.ale.uml_rec	1e-06	0.104203	0.312266
cy41HOG000037091.ale.uml_rec	2.12165e-05	0.849986	0.977841
cy41HOG000233759.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036683.ale.uml_rec	1e-06	0.458565	0.572805
cy41HOG000111597.ale.uml_rec	1.30223e-05	0.0403328	0.0483605
cy41HOG000251191.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276700.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036973.ale.uml_rec	0.000354268	0.000286001	0.0694111
cy41HOG000168008.ale.uml_rec	1e-06	0.849497	0.890155
cy41HOG000232584.ale.uml_rec	0.0583903	0.0510368	0.354078
cy41HOG000233396.ale.uml_rec	1e-06	1e-06	0.115718
cy41HOG000069200.ale.uml_rec	0.238242	0.0888722	0.589571
cy41HOG000127895.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069750.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000070810.ale.uml_rec	1e-06	0.70419	1.16012
cy41HOG000132765.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035849.ale.uml_rec	7.82923e-05	0.0572753	0.12354
cy41HOG000233936.ale.uml_rec	1e-06	0.0201657	0.0578999
cy41HOG000054484.ale.uml_rec	0.000163386	0.191189	0.305777
cy41HOG000131290.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036791.ale.uml_rec	0.000107818	0.146319	0.2734
cy41HOG000035734.ale.uml_rec	1e-06	0.0573871	0.034094
cy41HOG000234312.ale.uml_rec	3.45053e-05	0.118252	0.382944
cy41HOG000037183.ale.uml_rec	1e-06	2.59518e-05	0.155198
cy41HOG000132818.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035264.ale.uml_rec	2.69159e-05	0.729331	1.1671
cy41HOG000232509.ale.uml_rec	4.64526e-06	0.0673469	0.0929212
cy41HOG000054409.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000088023.ale.uml_rec	0.283365	0.000113514	0.107794
cy41HOG000036861.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000276612.ale.uml_rec	0.214314	1.75357e-05	0.368575
cy41HOG000069642.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000001371.ale.uml_rec	4.90769e-06	0.279708	0.483804
cy41HOG000014371.ale.uml_rec	0.0347196	0.110959	0.0901587
cy41HOG000127987.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069312.ale.uml_rec	0.442083	8.93655e-06	0.0970607
cy41HOG000232496.ale.uml_rec	7.7451e-05	0.0331241	0.0338253
cy41HOG000058526.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000155601.ale.uml_rec	0.599012	1e-06	0.889496
cy41HOG000130590.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054596.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000233824.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000275728.ale.uml_rec	1e-06	0.850102	0.997463
cy41HOG000132677.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127677.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054310.ale.uml_rec	0.615648	0.401217	0.971181
cy41HOG000054640.ale.uml_rec	1e-06	0.259493	0.000103823
cy41HOG000130646.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232740.ale.uml_rec	0.00365004	0.170074	0.144101
cy41HOG000293659.ale.uml_rec	1e-06	0.0748611	0.194655
cy41HOG000027574.ale.uml_rec	0.287531	0.366184	0.712979
cy41HOG000233152.ale.uml_rec	0.0284459	0.0494637	0.0464357
cy41HOG000057915.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069594.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233402.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000145369.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000087940.ale.uml_rec	1.09975	1e-06	1.27008
cy41HOG000080949.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000286836.ale.uml_rec	0.0462767	0.0867561	0.10037
cy41HOG000225068.ale.uml_rec	1e-06	0.046059	0.0243421
cy41HOG000023117.ale.uml_rec	1e-06	0.544584	0.924261
cy41HOG000012273.ale.uml_rec	0.0165421	0.0629457	0.120659
cy41HOG000287484.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000216546.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000233560.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232622.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058792.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000226030.ale.uml_rec	1e-06	1e-06	0.439457
cy41HOG000057877.ale.uml_rec	1e-06	0.257738	1e-06
cy41HOG000130724.ale.uml_rec	0.165272	1e-06	1e-06
cy41HOG000088308.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000218611.ale.uml_rec	1e-06	0.0666135	0.0894892
cy41HOG000054272.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000037337.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035580.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000153661.ale.uml_rec	0.0557654	0.149637	0.166451
cy41HOG000012641.ale.uml_rec	3.50863e-06	0.0261817	0.0139092
cy41HOG000023075.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000022997.ale.uml_rec	1.04069	1e-06	0.132027
cy41HOG000251237.ale.uml_rec	0.283148	0.237865	0.424792
cy41HOG000036903.ale.uml_rec	1e-06	1e-06	0.159671
cy41HOG000276770.ale.uml_rec	1e-06	1e-06	0.45274
cy41HOG000029058.ale.uml_rec	1e-06	1e-06	0.644345
cy41HOG000237875.ale.uml_rec	1e-06	0.0259849	0.0173084
cy41HOG000218458.ale.uml_rec	1e-06	0.033279	0.06764
cy41HOG000048635.ale.uml_rec	2.08033e-05	0.252667	1e-06
cy41HOG000233279.ale.uml_rec	0.236531	0.0417257	0.709667
cy41HOG000035306.ale.uml_rec	1e-06	0.251421	1e-06
cy41HOG000233729.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000285087.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000234270.ale.uml_rec	1e-06	0.253519	1e-06
cy41HOG000035656.ale.uml_rec	1e-06	1e-06	0.032711
cy41HOG000233946.ale.uml_rec	4.3292e-05	5.0354e-06	0.194797
cy41HOG000132715.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127715.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000031895.ale.uml_rec	1e-06	0.485794	0.431359
cy41HOG000069270.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058444.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000242995.ale.uml_rec	1.19231e-05	0.0707941	0.0518581
cy41HOG000035299.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000223008.ale.uml_rec	1e-06	0.303478	0.548624
cy41HOG000069720.ale.uml_rec	0.000570216	1e-06	0.536077
cy41HOG000030427.ale.uml_rec	1e-06	0.401402	0.727562
cy41HOG000232477.ale.uml_rec	1.90075e-05	0.0275046	0.041182
cy41HOG000233265.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000013399.ale.uml_rec	3.32434e-05	0.102265	0.322739
cy41HOG000127966.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058097.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000225790.ale.uml_rec	1e-06	0.764016	0.971345
cy41HOG000233735.ale.uml_rec	1e-06	4.22657e-06	0.0476954
cy41HOG000127696.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132696.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054577.ale.uml_rec	1e-06	1e-06	0.387541
cy41HOG000271765.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000058458.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000035285.ale.uml_rec	0.023045	0.0671496	0.0370551
cy41HOG000023220.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000037162.ale.uml_rec	1e-06	0.315274	0.552424
cy41HOG000058108.ale.uml_rec	0.114467	0.104975	1e-06
cy41HOG000132709.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035825.ale.uml_rec	0.0305597	0.0250625	0.0623568
cy41HOG000127709.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000097999.ale.uml_rec	1e-06	0.382374	1e-06
cy41HOG000279916.ale.uml_rec	1e-06	0.638253	0.695413
cy41HOG000238613.ale.uml_rec	1e-06	0.055928	0.0648943
cy41HOG000112191.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000130738.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000185563.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000134794.ale.uml_rec	0.10163	0.057977	0.25889
cy41HOG000234025.ale.uml_rec	0.172699	3.66548e-05	0.228362
cy41HOG000291190.ale.uml_rec	0.00982226	0.0201019	0.0737936
cy41HOG000008648.ale.uml_rec	1e-06	0.676045	0.936379
cy41HOG000232851.ale.uml_rec	1e-06	1e-06	0.182
cy41HOG000080837.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000132540.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127540.ale.uml_rec	1e-06	0.168139	1e-06
cy41HOG000069575.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058341.ale.uml_rec	0.166701	1e-06	1e-06
cy41HOG000032595.ale.uml_rec	1e-06	0.115819	0.280597
cy41HOG000128005.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023069.ale.uml_rec	1.05874	5.39704e-05	0.21329
cy41HOG000054951.ale.uml_rec	0.442097	0.464949	0.325116
cy41HOG000023094.ale.uml_rec	0.714266	0.0780576	0.408357
cy41HOG000057909.ale.uml_rec	1e-06	1e-06	0.638163
cy41HOG000220205.ale.uml_rec	1e-06	0.0760249	0.118238
cy41HOG000078524.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000032568.ale.uml_rec	1e-06	0.0602414	0.19726
cy41HOG000022686.ale.uml_rec	1e-06	0.0436894	0.0629201
cy41HOG000069588.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000134906.ale.uml_rec	4.4061e-06	0.0314839	0.0673512
cy41HOG000035561.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000005547.ale.uml_rec	5.02359e-05	0.103176	0.426862
cy41HOG000245194.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000252723.ale.uml_rec	1e-06	1e-06	0.0473435
cy41HOG000112325.ale.uml_rec	1.14046e-05	0.0507154	0.217096
cy41HOG000037976.ale.uml_rec	0.000189921	0.0566082	0.0586126
cy41HOG000057896.ale.uml_rec	1e-06	0.102028	0.000122407
cy41HOG000069147.ale.uml_rec	0.00173893	0.915482	0.98175
cy41HOG000015266.ale.uml_rec	1e-06	0.01386	0.0271794
cy41HOG000024452.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058773.ale.uml_rec	0.613855	0.170905	0.595768
cy41HOG000054833.ale.uml_rec	0.133424	9.32503e-06	0.262449
cy41HOG000164730.ale.uml_rec	0.599182	0.0831842	0.741291
cy41HOG000233581.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069417.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058223.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000037249.ale.uml_rec	1e-06	0.554056	1.0806
cy41HOG000125295.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000054293.ale.uml_rec	0.00210641	0.175672	0.145919
cy41HOG000232933.ale.uml_rec	1e-06	1e-06	0.124892
cy41HOG000238538.ale.uml_rec	1e-06	0.0129768	0.0132561
cy41HOG000080955.ale.uml_rec	1e-06	0.309622	0.392813
cy41HOG000054415.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000024874.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069831.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127804.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035728.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000033463.ale.uml_rec	0.000218382	0.0165893	0.0290849
cy41HOG000094631.ale.uml_rec	1e-06	0.466757	0.78611
cy41HOG000233657.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000031784.ale.uml_rec	1e-06	1e-06	0.41412
cy41HOG000035278.ale.uml_rec	0.250049	0.228112	0.482463
cy41HOG000069291.ale.uml_rec	0.290828	1e-06	1e-06
cy41HOG000276791.ale.uml_rec	0.0559359	0.0558661	0.173174
cy41HOG000035947.ale.uml_rec	1e-06	0.644514	1.13209
cy41HOG000047391.ale.uml_rec	1e-06	0.111143	0.187378
cy41HOG000233838.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276861.ale.uml_rec	0.000182937	0.177859	7.6031e-05
cy41HOG000037000.ale.uml_rec	0.0846959	0.0762682	0.244326
cy41HOG000234291.ale.uml_rec	1e-06	1e-06	0.325936
cy41HOG000233298.ale.uml_rec	1e-06	1e-06	0.283991
cy41HOG000131313.ale.uml_rec	1e-06	1e-06	0.463538
cy41HOG000054507.ale.uml_rec	1e-06	0.689466	1.1273
cy41HOG000069383.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232407.ale.uml_rec	1e-06	1e-06	0.0781525
cy41HOG000034028.ale.uml_rec	1e-06	0.0274868	0.0426889
cy41HOG000233745.ale.uml_rec	0.258682	0.00010883	0.181382
cy41HOG000127916.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000275626.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000276683.ale.uml_rec	1e-06	1e-06	0.111641
cy41HOG000132779.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127779.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035855.ale.uml_rec	1e-06	0.0350108	0.115981
cy41HOG000288286.ale.uml_rec	3.79485e-05	0.310758	0.358944
cy41HOG000054498.ale.uml_rec	6.18995e-05	0.000464687	0.503856
cy41HOG000120880.ale.uml_rec	1.04398	1e-06	1.37046
cy41HOG000023250.ale.uml_rec	0.181045	0.271505	0.330937
cy41HOG000058428.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000232598.ale.uml_rec	7.55769e-06	0.0132463	0.0264916
cy41HOG000223064.ale.uml_rec	1e-06	0.125399	0.219049
cy41HOG000036700.ale.uml_rec	0.984911	0.113344	0.253116
cy41HOG000119158.ale.uml_rec	1e-06	0.412846	0.917717
cy41HOG000058178.ale.uml_rec	1e-06	1e-06	0.479073
cy41HOG000037112.ale.uml_rec	1e-06	1e-06	0.499605
cy41HOG000127889.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000223534.ale.uml_rec	0.480675	1e-06	0.903188
cy41HOG000035473.ale.uml_rec	0.000112268	0.836913	0.968575
cy41HOG000023186.ale.uml_rec	1.13634	1e-06	0.78933
cy41HOG000279010.ale.uml_rec	1e-06	0.124361	0.12323
cy41HOG000130748.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000277617.ale.uml_rec	0.0131342	0.0129738	0.00832
cy41HOG000276555.ale.uml_rec	1e-06	0.412846	0.917717
cy41HOG000046747.ale.uml_rec	1e-06	0.0441152	0.0586427
cy41HOG000205991.ale.uml_rec	2.17316e-06	0.11769	0.129295
cy41HOG000224224.ale.uml_rec	0.0102486	0.0220619	0.132068
cy41HOG000233493.ale.uml_rec	0.165272	1e-06	1e-06
cy41HOG000069505.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058661.ale.uml_rec	0.423982	1e-06	0.454956
cy41HOG000054921.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000057984.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000036019.ale.uml_rec	5.16846e-05	0.0835223	0.289767
cy41HOG000023019.ale.uml_rec	0.761774	0.0509834	0.381135
cy41HOG000154354.ale.uml_rec	1e-06	0.791657	1.16426
cy41HOG000128075.ale.uml_rec	6.84346e-05	1e-06	0.468827
cy41HOG000232821.ale.uml_rec	1e-06	0.0133124	0.0131358
cy41HOG000080847.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132530.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054381.ale.uml_rec	1e-06	1e-06	0.221086
cy41HOG000046625.ale.uml_rec	1e-06	1e-06	0.366847
cy41HOG000015929.ale.uml_rec	1e-06	0.789152	1.19135
cy41HOG000252753.ale.uml_rec	1e-06	0.782756	1.17373
cy41HOG000151047.ale.uml_rec	1e-06	0.681437	0.946822
cy41HOG000221467.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000057979.ale.uml_rec	1e-06	0.721552	1.1625
cy41HOG000234137.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035511.ale.uml_rec	0.193378	0.134228	0.475295
cy41HOG000236780.ale.uml_rec	0.181492	0.226932	0.378818
cy41HOG000145305.ale.uml_rec	1.05082	1e-06	0.180741
cy41HOG000237192.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000273646.ale.uml_rec	0.163065	0.161778	0.163309
cy41HOG000132102.ale.uml_rec	0.280771	1e-06	0.476959
cy41HOG000232943.ale.uml_rec	0.089861	1e-06	0.363121
cy41HOG000080925.ale.uml_rec	1e-06	0.791657	1.16426
cy41HOG000058703.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000224616.ale.uml_rec	0.367265	0.509314	0.794071
cy41HOG000069137.ale.uml_rec	1e-06	0.170875	1e-06
cy41HOG000037239.ale.uml_rec	1e-06	1e-06	0.136246
cy41HOG000058253.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000025760.ale.uml_rec	0.204915	0.314764	0.519548
cy41HOG000069467.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000224090.ale.uml_rec	1e-06	0.28201	0.269956
cy41HOG000233627.ale.uml_rec	0.293281	6.21507e-05	0.147994
cy41HOG000094641.ale.uml_rec	1e-06	1e-06	0.241518
cy41HOG000035758.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000058185.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233377.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035208.ale.uml_rec	1e-06	0.222676	0.487152
cy41HOG000232565.ale.uml_rec	1e-06	2.97424e-06	0.232701
cy41HOG000054465.ale.uml_rec	1e-06	0.307442	0.46652
cy41HOG000165824.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000069841.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127784.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132784.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036662.ale.uml_rec	1e-06	0.350981	0.461243
cy41HOG000037070.ale.uml_rec	1e-06	1e-06	0.154751
cy41HOG000276811.ale.uml_rec	3.18212e-05	1.19647e-06	0.390087
cy41HOG000023332.ale.uml_rec	0.427264	1e-06	1.03335
cy41HOG000035397.ale.uml_rec	1e-06	0.307132	0.591768
cy41HOG000233848.ale.uml_rec	2.5781e-06	0.0541204	0.169342
cy41HOG000276620.ale.uml_rec	1e-06	1e-06	0.10965
cy41HOG000233989.ale.uml_rec	4.3292e-05	5.0354e-06	0.194797
cy41HOG000036853.ale.uml_rec	0.362234	0.137445	0.398593
cy41HOG000088011.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000246356.ale.uml_rec	1e-06	0.0386977	0.0658492
cy41HOG000035256.ale.uml_rec	0.000106906	1e-06	0.0827043
cy41HOG000233329.ale.uml_rec	1.31935e-05	5.98384e-05	0.70244
cy41HOG000234320.ale.uml_rec	1e-06	1e-06	0.525441
cy41HOG000035706.ale.uml_rec	0.525678	0.0662955	0.496163
cy41HOG000233679.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000004132.ale.uml_rec	1e-06	0.0500184	0.0961803
cy41HOG000127645.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035969.ale.uml_rec	1e-06	1e-06	0.471636
cy41HOG000132645.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233816.ale.uml_rec	1e-06	0.101692	0.271757
cy41HOG000117333.ale.uml_rec	0.461539	0.438546	0.431336
cy41HOG000058514.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069320.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000224401.ale.uml_rec	6.38875e-05	0.253943	1e-06
cy41HOG000014343.ale.uml_rec	1e-06	0.115689	0.37087
cy41HOG000035699.ale.uml_rec	1e-06	0.263236	0.352358
cy41HOG000219825.ale.uml_rec	0.000232789	0.136391	0.199781
cy41HOG000024365.ale.uml_rec	0.135975	0.260623	0.461315
cy41HOG000058044.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069670.ale.uml_rec	1e-06	0.681437	0.946822
cy41HOG000233430.ale.uml_rec	1e-06	0.0419208	0.055776
cy41HOG000058392.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000227222.ale.uml_rec	1e-06	0.0269386	0.0268849
cy41HOG000233160.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054982.ale.uml_rec	1e-06	1.98596e-05	0.315062
cy41HOG000232882.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000130674.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054672.ale.uml_rec	1.07801	1e-06	1.26411
cy41HOG000218211.ale.uml_rec	1e-06	0.0465971	0.0795815
cy41HOG000132593.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054322.ale.uml_rec	1e-06	0.350873	0.36429
cy41HOG000069439.ale.uml_rec	1.0818	7.84894e-06	0.45921
cy41HOG000224318.ale.uml_rec	1.15149e-05	0.131006	0.12863
cy41HOG000223641.ale.uml_rec	0.0483112	0.0627516	0.0739564
cy41HOG000069169.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023125.ale.uml_rec	1.09778	4.42835e-06	0.48803
cy41HOG000021862.ale.uml_rec	1e-06	0.0854398	0.14746
cy41HOG000218623.ale.uml_rec	1e-06	0.0254256	0.0129866
cy41HOG000115730.ale.uml_rec	0.000279655	0.106548	0.260065
cy41HOG000054710.ale.uml_rec	1e-06	1e-06	0.282251
cy41HOG000080986.ale.uml_rec	0.646944	1e-06	0.2827
cy41HOG000130716.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000057845.ale.uml_rec	0.710034	1e-06	0.503605
cy41HOG000233002.ale.uml_rec	1e-06	1e-06	0.250424
cy41HOG000216024.ale.uml_rec	1e-06	0.0129124	1e-06
cy41HOG000069194.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232610.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000024481.ale.uml_rec	1e-06	0.0258677	0.0150558
cy41HOG000233552.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000220876.ale.uml_rec	1.10424e-06	0.116691	0.396392
cy41HOG000135567.ale.uml_rec	0.00534817	0.0542811	0.358216
cy41HOG000145906.ale.uml_rec	1e-06	0.653999	1.08084
cy41HOG000080819.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000237461.ale.uml_rec	1e-06	0.0890022	0.0881934
cy41HOG000234194.ale.uml_rec	1e-06	1e-06	0.527172
cy41HOG000037305.ale.uml_rec	1e-06	0.734313	1.15913
cy41HOG000035664.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127948.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000234242.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232459.ale.uml_rec	1e-06	0.0700878	0.0894168
cy41HOG000238852.ale.uml_rec	0.115692	1e-06	0.309299
cy41HOG000139601.ale.uml_rec	0.27692	0.385679	0.636908
cy41HOG000054559.ale.uml_rec	1e-06	1e-06	0.281778
